ID,chapter,file_name,en-title,en-content,tc-title,tc-content,cn-title,cn-content,es-title,es-content,fr-title,fr-content,pl-title,pl-content
262,H_chapter3,8-12Human hyaline cartilage sec (shown as cartilage).ewi,Human hyaline cartilage sec (shown as cartilage),"Hyaline cartilage is the glass-like (hyaline) and translucent cartilage found on many joint surfaces. It is also most commonly found in the ribs, nose, larynx, and trachea. Hyaline cartilage is pearl-gray in color, with a firm consistency and has a considerable amount of collagen. It contains no nerves or blood vessels, and its structure is relatively simple.", ,透明軟骨是許多關節表面上發現的玻璃狀（透明）半透明軟骨。 它也最常見於肋骨、鼻子、喉頭和氣管。 透明軟骨呈珍珠灰色，質地堅韌，含有大量膠原蛋白。 它不含神經或血管，結構也比較簡單。, ,透明软骨是许多关节表面上发现的玻璃状（透明）半透明软骨。 它也最常见于肋骨、鼻子、喉和气管。 透明软骨呈珍珠灰色，质地坚韧，含有大量胶原蛋白。 它不含神经或血管，结构也比较简单。, ,, ,"Le cartilage hyalin est le cartilage vitreux (hyalin) et translucide présent sur de nombreuses surfaces articulaires. On le trouve aussi le plus souvent dans les côtes, le nez, le larynx et la trachée. Le cartilage hyalin est de couleur gris perle, de consistance ferme et contient une quantité considérable de collagène. Il ne contient ni nerfs ni vaisseaux sanguins et sa structure est relativement simple.", ,"Chrząstka szklista, zwana również chrząstką hialinową, to szklista i przezroczysta chrząstka znajdująca się na wielu powierzchniach stawowych. Najczęściej występuje również w żebrach, nosie, krtani i tchawicy. Chrząstka szklista ma perłowo-szary kolor, jest o stałej konsystencji i zawiera znaczną ilość kolagenu. Nie zawiera ona nerwów ani naczyń krwionośnych, a jej struktura jest względnie prosta."
269,H_chapter3,8-19Human Elastic Cartilage Slice (Show Ear Gallery).ewi,Human Elastic Cartilage Slice (Show Ear Gallery),"Elastic cartilage, sometimes referred to as yellow fibrocartilage, is a type of cartilage that provides both strength and elasticity to certain parts of the body, such as the ears. Within the outer ear, it provides the skeletal basis of the pinna, as well as the lateral region of the external auditory meatus. Elastic cartilage is also found in the epiglottis, as well as the corniculate and cuneiform laryngeal cartilages.Moreover, the walls of the medial part of the auditory canal is made up of elastic cartilage. It also allows structures to maintain their own specific shapes, easily reverting back to its original shape after being deformed. For example, if you pull or bend your ear, it will revert back to its natural shape when you let go.", ,彈性軟骨，有時稱為黃色纖維軟骨，是一種為身體某些部位（例如耳朵）提供強度和彈性的軟骨。 在外耳內，它提供了耳廓以及外耳道外側區域的骨骼基礎。 彈性軟骨也存在於會厭、角狀軟骨和楔狀喉軟骨中。此外，耳道內側部分的壁是由彈性軟骨組成的。 它還允許結構保持自己的特定形狀，在變形後輕鬆恢復到原來的形狀。 例如，如果您拉動或彎曲耳朵，當您鬆開耳朵時，它會恢復到自然形狀。, ,弹性软骨，有时称为黄色纤维软骨，是一种为身体某些部位（例如耳朵）提供强度和弹性的软骨。 在外耳内，它提供了耳廓以及外耳道外侧区域的骨骼基础。 弹性软骨也存在于会厌、角状软骨和楔状喉软骨中。此外，耳道内侧部分的壁是由弹性软骨组成的。 它还允许结构保持自己的特定形状，在变形后轻松恢复到原来的形状。 例如，如果您拉动或弯曲耳朵，当您松开耳朵时，它会恢复到自然形状。, ,, ,"Le cartilage élastique, parfois appelé fibrocartilage jaune, est un type de cartilage qui fournit à la fois force et élasticité à certaines parties du corps, telles que les oreilles. Dans l'oreille externe, il fournit la base squelettique du pavillon, ainsi que la région latérale du méat auditif externe. Le cartilage élastique se trouve également dans l'épiglotte, ainsi que les cartilages laryngés corniculés et cunéiformes. De plus, les parois de la partie médiale du conduit auditif sont constituées de cartilage élastique. Il permet également aux structures de conserver leurs propres formes spécifiques, revenant facilement à leur forme d'origine après avoir été déformées. Par exemple, si vous tirez ou pliez votre oreille, elle reprendra sa forme naturelle lorsque vous la lâcherez.", ,"Chrząstka sprężysta, czasami nazywana żółtą chrząstką włóknistą, to rodzaj chrząstki, która zapewnia zarówno siłę, jak i elastyczność pewnym częściom ciała, takim jak uszy. W obrębie małżowiny usznej zapewnia szkieletową podstawę małżowiny usznej, a także boczną część zewnętrznego przewodu słuchowego. Chrząstka sprężysta znajduje się także w nagłośni, a także w chrząstkach nagłośniowych i krzyżowych krtani. Ponadto ściany środkowej części kanału słuchowego zbudowane są z chrząstki sprężystej. Pozwala to strukturom zachować swoje konkretne kształty, łatwo powracając do pierwotnego kształtu po deformacji. Na przykład, jeśli pociągniesz lub zginiesz ucho, wróci ono do swojego naturalnego kształtu, gdy puścisz je."
307,H_chapter3,8-53Human long bone formation (baby fingers).ewi,Human long bone formation (baby fingers),"Long bones are hard, dense bones that provide strength, structure, and mobility. The thigh bone (femur) is a long bone. A long bone has a shaft and two ends.Some bones in the fingers are classified as long bones, even though they are short in length. This is due to the shape of the bones, not their size.Long bones contain yellow bone marrow and red bone marrow, which produce blood cells.", ,長骨是堅硬、緻密的骨骼，提供力量、結構和活動能力。 大腿骨（股骨）是長骨。 長骨有一根軸和兩端。手指中的一些骨頭儘管長度較短，但仍被歸類為長骨。 這是由於骨骼的形狀而不是大小造成的。長骨含有黃骨髓和紅骨髓，可產生血球。, ,长骨是坚硬、致密的骨骼，提供力量、结构和活动能力。 大腿骨（股骨）是长骨。 长骨有一根轴和两端。手指中的一些骨头尽管长度较短，但仍被归类为长骨。 这是由于骨骼的形状而不是大小造成的。长骨含有黄骨髓和红骨髓，可产生血细胞。, ,, ,"Les os longs sont des os durs et denses qui fournissent force, structure et mobilité. Le fémur (fémur) est un os long. Un os long a une tige et deux extrémités. Certains os des doigts sont classés comme des os longs, même s'ils sont courts. Cela est dû à la forme des os, pas à leur taille. Les os longs contiennent de la moelle osseuse jaune et de la moelle osseuse rouge, qui produisent des cellules sanguines.", ,"Kość długa to twarda, gęsta kość, która zapewnia siłę, strukturę i ruchomość. Kość udowa (kość udowa) to kość długa. Kość długa ma trzon i dwa końce. Niektóre kości w palcach są klasyfikowane jako kości długie, pomimo że są krótkie. Wynika to z kształtu kości, a nie z ich rozmiaru. Kości długie zawierają żółty szpik kostny i czerwony szpik kostny, które produkują komórki krwi."
311,H_chapter3,8-57Human ashes sec.ewi,Human ashes sec,human ashes sec, ,人體骨灰秒, ,人类骨灰秒, ,, ,cendres humaines sec, ,sekcja ludzkich prochów
313,H_chapter3,8-59Human teeth grinding sec.ewi,Human teeth grinding sec,"Bruxism (BRUK-siz-um) is a condition in which you grind, gnash or clench your teeth. If you have bruxism, you may unconsciously clench your teeth when you're awake (awake bruxism) or clench or grind them during sleep (sleep bruxism).Sleep bruxism is considered a sleep-related movement disorder. People who clench or grind their teeth (brux) during sleep are more likely to have other sleep disorders, such as snoring and pauses in breathing (sleep apnea).Mild bruxism may not require treatment. However, in some people, bruxism can be frequent and severe enough to lead to jaw disorders, headaches, damaged teeth and other problems.Because you may have sleep bruxism and be unaware of it until complications develop, it's important to know the signs and symptoms of bruxism and to seek regular dental care.", ,磨牙症 (BRUK-siz-um) 是一種磨牙、咬牙或咬緊牙齒的症狀。 如果您患有磨牙症，您可能會在清醒時無意識地咬緊牙齒（清醒磨牙症），或在睡眠時咬緊或磨牙（睡眠磨牙症）。睡眠磨牙症被認為是一種與睡眠相關的運動障礙。 睡眠時緊咬或磨牙（磨牙）的人更有可能患有其他睡眠障礙，例如打鼾和呼吸暫停（睡眠呼吸中止症）。輕度磨牙症可能不需要治療。 然而，對於某些人來說，磨牙症可能很頻繁且嚴重，足以導致下顎紊亂、頭痛、牙齒受損和其他問題。因為您可能患有睡眠磨牙症，並且直到出現併發症才意識到這一點，因此了解其體徵和症狀非常重要磨牙症並尋求定期的牙科護理。, ,磨牙症 (BRUK-siz-um) 是一种磨牙、咬牙或咬紧牙齿的症状。 如果您患有磨牙症，您可能会在清醒时无意识地咬紧牙齿（清醒磨牙症），或在睡眠时咬紧或磨牙（睡眠磨牙症）。睡眠磨牙症被认为是一种与睡眠相关的运动障碍。 睡眠时紧咬或磨牙（磨牙）的人更有可能患有其他睡眠障碍，例如打鼾和呼吸暂停（睡眠呼吸暂停）。轻度磨牙症可能不需要治疗。 然而，对于某些人来说，磨牙症可能很频繁且严重，足以导致下颌紊乱、头痛、牙齿受损和其他问题。因为您可能患有睡眠磨牙症，并且直到出现并发症才意识到这一点，因此了解其体征和症状非常重要 磨牙症并寻求定期的牙科护理。, ,, ,"Le bruxisme (BRUK-siz-um) est une condition dans laquelle vous grincer, grincer ou serrer les dents. Si vous souffrez de bruxisme, vous pouvez inconsciemment serrer les dents lorsque vous êtes éveillé (bruxisme éveillé) ou les serrer ou les grincer pendant le sommeil (bruxisme du sommeil). Le bruxisme du sommeil est considéré comme un trouble du mouvement lié au sommeil. Les personnes qui serrent ou grincent des dents (brux) pendant le sommeil sont plus susceptibles d'avoir d'autres troubles du sommeil, tels que des ronflements et des pauses respiratoires (apnée du sommeil). Un bruxisme léger peut ne pas nécessiter de traitement. Cependant, chez certaines personnes, le bruxisme peut être suffisamment fréquent et grave pour entraîner des troubles de la mâchoire, des maux de tête, des dents endommagées et d'autres problèmes. Parce que vous pouvez avoir un bruxisme du sommeil et ne pas en être conscient jusqu'à ce que des complications se développent, il est important d'en connaître les signes et les symptômes. du bruxisme et de se faire soigner régulièrement par le dentiste.", ,"Brusio (BRUK-siz-um) to stan, w którym zgrzytasz, zaciskasz lub ściskasz zęby. Jeśli masz bruxism, możesz nieświadomie ściskać zęby podczas czuwania (bruxism czuwania) lub ściskać lub zgrzytać nimi podczas snu (bruxism senny). Bruxism senne jest uważane za zaburzenie ruchu związanego ze snem. Osoby, które ściskają lub zgrzytają zębami (brux) podczas snu, mają większe prawdopodobieństwo występowania innych zaburzeń snu, takich jak chrapanie i przerwy w oddychaniu (bezdech senny).Lekki bruxism może nie wymagać leczenia. Jednak u niektórych osób bruxism może być częsty i wystarczająco poważny, by prowadzić do zaburzeń żuchwy, bólów głowy, uszkodzeń zębów i innych problemów. Ponieważ możesz mieć bruxism senne i nie zdawać sobie z tego sprawy, dopóki nie pojawią się powikłania, ważne jest, aby znać objawy bruxismu i regularnie korzystać z opieki stomatologicznej."
329,H_chapter3,abrasive_(human).ewi,abrasive_(human),abrasive_(human), ,磨骨(人), ,磨骨(人), ,abrasivo_ (humano), ,abrasif (humain), ,abrasivo_ (ludzki)
339,H_chapter3,bone_occurrence.ewi,bone_occurrence,bone_occurrence, ,骨發生, ,骨发生, ,ocurrencia_de_huesos, ,occurrence osseuse, ,występowanie_kości
340,H_chapter3,bone_sections_(human).ewi,bone_sections_(human),bone_sections_(human), ,骨切片(人), ,骨切片(人), ,sección de hueso_ (humano), ,sections osseuses (humain), ,przekroje_kości_(ludzkie)
359,H_chapter3,Elastic cartilage (human).ewi,Elastic cartilage (human),Elastic cartilage (human), ,彈性軟骨(人), ,弹性软骨(人), ,Cartílago elástico (humano), ,cartilage élastique (humain), ,Tkanka_chrzęstna_sprężysta_(ludzka)
360,H_chapter3,Elastic cartilage.ewi,Elastic cartilage,Elastic cartilage, ,彈性軟骨, ,弹性软骨, ,Cartílago elástico, ,cartilage élastique, ,Tkanka_chrzęstna_sprężysta
368,H_chapter3,Fibrous cartilage (human).ewi,Fibrous cartilage (human),Fibrous cartilage (human), ,纖維軟骨(人), ,纤维软骨(人), ,Cartílago fibroso (humano), ,cartilage fibreux (humain), ,Chrząstka_włóknista_(ludzka)
369,H_chapter3,Fibrous cartilage.ewi,Fibrous cartilage,Fibrous cartilage, ,纖維軟骨, ,纤维软骨, ,Cartílago fibroso, ,cartilage fibreux, ,Chrząstka_włóknista
414,H_chapter3,osteogenesis_(human).ewi,osteogenesis_(human),osteogenesis_(human), ,骨發生(人), ,骨发生(人), ,osteogénesis_ (humano), ,ostéogenèse (humain), ,osteogeneza_(ludzka)
464,H_chapter3,Transparent cartilage.ewi,Transparent cartilage,Transparent cartilage, ,透明軟骨, ,透明软骨, ,Cartílago transparente, ,cartilage transparent, ,Tkanka_szklista
44,H_chapter4,1-4Human blood S.M.ewi,Human blood S.M,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. Blood in the circulatory system is also known as peripheral blood, and the blood cells it carries, peripheral blood cells.", ,血液是人類和其他脊椎動物循環系統中的體液，它會向細胞輸送營養物質和氧氣等必需物質，並將代謝廢物從這些細胞中運走。 循環系統中的血液又稱為週邊血，其攜帶的血細胞稱為週邊血細胞。, ,血液是人类和其他脊椎动物循环系统中的体液，它向细胞输送营养物质和氧气等必需物质，并将代谢废物从这些细胞中运走。 循环系统中的血液又称为外周血，其携带的血细胞称为外周血细胞。, ,, ,"Le sang est un fluide corporel dans le système circulatoire des humains et d'autres vertébrés qui fournit les substances nécessaires telles que les nutriments et l'oxygène aux cellules, et transporte les déchets métaboliques loin de ces mêmes cellules. Le sang dans le système circulatoire est également connu sous le nom de sang périphérique, et les cellules sanguines qu'il transporte, les cellules sanguines périphériques.", ,"Krew jest płynem ustrojowym w układzie krwionośnym ludzi i innych kręgowców, który dostarcza niezbędne substancje, takie jak składniki odżywcze i tlen do komórek, oraz transportuje produkty przemiany materii z tych samych komórek. Krew w układzie krwionośnym znana jest również jako krew obwodowa, a komórki krwi, które przenosi, to komórki krwi obwodowej."
46,H_chapter4,"1-5Bone marrow,C.S.ewi","Bone marrow,C.S","Bone marrow is a semi-solid tissue found within the spongy (also known as cancellous) portions of bones. In birds and mammals, bone marrow is the primary site of new blood cell production (or haematopoiesis). It is composed of hematopoietic cells, marrow adipose tissue, and supportive stromal cells. In adult humans, bone marrow is primarily located in the ribs, vertebrae, sternum, and bones of the pelvis.[4] Bone marrow comprises approximately 5% of total body mass in healthy adult humans, such that a man weighing 73 kg (161 lbs) will have around 3.7 kg (8 lbs) of bone marrow.", ,骨髓是在骨骼的海綿狀（也稱為鬆質骨）部分內發現的半固體組織。 在鳥類和哺乳動物中，骨髓是新血球產生（或造血）的主要場所。 它由造血細胞、骨髓脂肪組織和支持性基質細胞組成。 在成年人中，骨髓主要位於肋骨、脊椎骨、胸骨和骨盆的骨頭。[4] 骨髓約佔健康成年人整體質量的 5%，因此體重 73 公斤（161 磅）的男性約有 3.7 公斤（8 磅）骨髓。, ,骨髓是在骨骼的海绵状（也称为松质骨）部分内发现的半固体组织。 在鸟类和哺乳动物中，骨髓是新血细胞产生（或造血）的主要场所。 它由造血细胞、骨髓脂肪组织和支持性基质细胞组成。 在成年人中，骨髓主要位于肋骨、椎骨、胸骨和骨盆的骨头中。[4] 骨髓约占健康成年人总体质量的 5%，因此体重 73 公斤（161 磅）的男性约有 3.7 公斤（8 磅）骨髓。, ,, ,"La moelle osseuse est un tissu semi-solide présent dans les parties spongieuses (également appelées spongieuses) des os. Chez les oiseaux et les mammifères, la moelle osseuse est le principal site de production de nouvelles cellules sanguines (ou hématopoïèse). Il est composé de cellules hématopoïétiques, de tissu adipeux médullaire et de cellules stromales de soutien. Chez l'homme adulte, la moelle osseuse est principalement située dans les côtes, les vertèbres, le sternum et les os du bassin.[4] La moelle osseuse représente environ 5% de la masse corporelle totale chez l'homme adulte en bonne santé, de sorte qu'un homme pesant 73 kg (161 lb) aura environ 3,7 kg (8 lb) de moelle osseuse.", ,"Szpik kostny to tkanka półstała, znajdująca się w gąbczastej (zwanej również beleczkową) części kości. U ptaków i ssaków szpik kostny jest głównym miejscem produkcji nowych komórek krwi (czyli hematopoezy). Składa się z komórek hematopoetycznych, tkanki tłuszczowej szpiku oraz komórek podporowych stromalnych. U dorosłych ludzi szpik kostny głównie znajduje się w żebrach, kręgach, mostku oraz kościach miednicy. Szpik kostny stanowi około 5% masy ciała u zdrowych dorosłych ludzi, więc mężczyzna ważący 73 kg (161 funtów) będzie miał około 3,7 kg (8 funtów) szpiku kostnego."
86,H_chapter4,"12-32Blood smear, human, Wright Giemsa stain.ewi","Blood smear, human, Wright Giemsa stain","Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. Blood in the circulatory system is also known as peripheral blood, and the blood cells it carries, peripheral blood cells.", ,血液是人類和其他脊椎動物循環系統中的體液，它會向細胞輸送營養物質和氧氣等必需物質，並將代謝廢物從這些細胞中運走。 循環系統中的血液又稱為週邊血，其攜帶的血細胞稱為週邊血細胞。, ,血液是人类和其他脊椎动物循环系统中的体液，它向细胞输送营养物质和氧气等必需物质，并将代谢废物从这些细胞中运走。 循环系统中的血液又称为外周血，其携带的血细胞称为外周血细胞。, ,, ,"Le sang est un fluide corporel dans le système circulatoire des humains et d'autres vertébrés qui fournit les substances nécessaires telles que les nutriments et l'oxygène aux cellules, et transporte les déchets métaboliques loin de ces mêmes cellules. Le sang dans le système circulatoire est également connu sous le nom de sang périphérique, et les cellules sanguines qu'il transporte, les cellules sanguines périphériques.", ,"Krew jest płynem ustrojowym w układzie krwionośnym ludzi i innych kręgowców, który dostarcza niezbędne substancje, takie jak składniki odżywcze i tlen do komórek oraz transportuje produkty przemiany materii z tych samych komórek. Krew w układzie krwionośnym znana jest również jako krew obwodowa, a komórki krwi, które przenosi, jako komórki krwi obwodowej."
95,H_chapter4,"12-41Red bone marrow smear,Giemsa stained.ewi","Red bone marrow smear,Giemsa stained","Bone marrow examination is the pathologic analysis of samples of bone marrow obtained via biopsy and bone marrow aspiration. Bone marrow examination is used in the diagnosis of a number of conditions, including leukemia, multiple myeloma, anemia, and pancytopenia. The bone marrow produces the cellular elements of the blood, including platelets, red blood cells and white blood cells. While much information can be gleaned by testing the blood itself (drawn from a vein by phlebotomy), it is sometimes necessary to examine the source of the blood cells in the bone marrow to obtain more information on hematopoiesis; this is the role of bone marrow aspiration and biopsy.The ratio between myeloid series and erythroid cells is relevant to bone marrow function, and also to diseases of the bone marrow and peripheral blood, such as leukemia and anemia. The normal myeloid-to-erythroid ratio is around 3:1; this ratio may increase in myelogenous leukemias, decrease in polycythemias, and reverse in cases of thalassemia.", ,骨髓檢查是對經由切片檢查和骨髓抽吸所獲得的骨髓樣本進行病理分析。 骨髓檢查用於診斷多種疾病，包括白血病、多發性骨髓瘤、貧血和全血球減少症。 骨髓會產生血液的細胞成分，包括血小板、紅血球和白血球。 雖然透過測試血液本身（透過放血從靜脈抽取）可以收集很多信息，但有時有必要檢查骨髓中血細胞的來源，以獲得更多有關造血的信息； 這就是骨髓穿刺和切片的作用。髓系和紅系細胞的比例與骨髓功能有關，也與骨髓和周邊血的疾病有關，如白血病、貧血等。 正常的骨髓細胞與紅血球細胞的比例約為 3:1； 在骨髓性白血病中，這一比例可能會增加，在紅血球增多症中，這一比例可能會降低，而在地中海貧血病例中，這一比例可能會逆轉。, ,骨髓检查是对通过活检和骨髓抽吸获得的骨髓样本进行病理分析。 骨髓检查用于诊断多种疾病，包括白血病、多发性骨髓瘤、贫血和全血细胞减少症。 骨髓产生血液的细胞成分，包括血小板、红细胞和白细胞。 虽然通过测试血液本身（通过放血从静脉抽取）可以收集很多信息，但有时有必要检查骨髓中血细胞的来源，以获得更多有关造血的信息； 这就是骨髓穿刺和活检的作用。髓系和红系细胞的比例与骨髓功能有关，也与骨髓和外周血的疾病有关，如白血病、贫血等。 正常的骨髓细胞与红细胞细胞的比例约为 3:1； 在骨髓性白血病中，这一比例可能会增加，在红细胞增多症中，这一比例可能会降低，而在地中海贫血病例中，这一比例可能会逆转。, ,, ,"L'examen de la moelle osseuse est l'analyse pathologique d'échantillons de moelle osseuse obtenus par biopsie et aspiration de moelle osseuse. L'examen de la moelle osseuse est utilisé dans le diagnostic d'un certain nombre d'affections, notamment la leucémie, le myélome multiple, l'anémie et la pancytopénie. La moelle osseuse produit les éléments cellulaires du sang, notamment les plaquettes, les globules rouges et les globules blancs. Alors que de nombreuses informations peuvent être glanées en testant le sang lui-même (tiré d'une veine par phlébotomie), il est parfois nécessaire d'examiner la source des cellules sanguines dans la moelle osseuse pour obtenir plus d'informations sur l'hématopoïèse ; c'est le rôle de la ponction et de la biopsie de la moelle osseuse. Le rapport entre les séries myéloïdes et les cellules érythroïdes est pertinent pour la fonction de la moelle osseuse, ainsi que pour les maladies de la moelle osseuse et du sang périphérique, telles que la leucémie et l'anémie. Le rapport myéloïde/érythroïde normal est d'environ 3:1 ; ce rapport peut augmenter dans les leucémies myéloïdes, diminuer dans les polycythémies et s'inverser dans les cas de thalassémie.", ,Rozmaz szpiku kostnego barwiony Giemsą
174,H_chapter4,4-22Human Blood smear.ewi,Human Blood smear,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. Blood in the circulatory system is also known as peripheral blood, and the blood cells it carries, peripheral blood cells.", ,血液是人類和其他脊椎動物循環系統中的體液，它會向細胞輸送營養物質和氧氣等必需物質，並將代謝廢物從這些細胞中運走。 循環系統中的血液又稱為週邊血，其攜帶的血細胞稱為週邊血細胞。, ,血液是人类和其他脊椎动物循环系统中的体液，它向细胞输送营养物质和氧气等必需物质，并将代谢废物从这些细胞中运走。 循环系统中的血液又称为外周血，其携带的血细胞称为外周血细胞。, ,, ,"Le sang est un fluide corporel dans le système circulatoire des humains et d'autres vertébrés qui fournit les substances nécessaires telles que les nutriments et l'oxygène aux cellules, et transporte les déchets métaboliques loin de ces mêmes cellules. Le sang dans le système circulatoire est également connu sous le nom de sang périphérique, et les cellules sanguines qu'il transporte, les cellules sanguines périphériques.", ,"Krew jest płynem ustrojowym w układzie krążenia ludzi i innych kręgowców, który dostarcza niezbędne substancje, takie jak składniki odżywcze i tlen do komórek oraz transportuje produkty przemiany materii z tych samych komórek. Krew w układzie krążenia znana jest również jako krew obwodowa, a komórki krwi, które transportuje, to komórki obwodowe."
176,H_chapter4,4-24Red marrow smear.ewi,Red marrow smear,"Bone marrow examination is the pathologic analysis of samples of bone marrow obtained via biopsy and bone marrow aspiration. Bone marrow examination is used in the diagnosis of a number of conditions, including leukemia, multiple myeloma, anemia, and pancytopenia. The bone marrow produces the cellular elements of the blood, including platelets, red blood cells and white blood cells. While much information can be gleaned by testing the blood itself (drawn from a vein by phlebotomy), it is sometimes necessary to examine the source of the blood cells in the bone marrow to obtain more information on hematopoiesis; this is the role of bone marrow aspiration and biopsy.The ratio between myeloid series and erythroid cells is relevant to bone marrow function, and also to diseases of the bone marrow and peripheral blood, such as leukemia and anemia. The normal myeloid-to-erythroid ratio is around 3:1; this ratio may increase in myelogenous leukemias, decrease in polycythemias, and reverse in cases of thalassemia.", ,骨髓檢查是對經由切片檢查和骨髓抽吸所獲得的骨髓樣本進行病理分析。 骨髓檢查用於診斷多種疾病，包括白血病、多發性骨髓瘤、貧血和全血球減少症。 骨髓會產生血液的細胞成分，包括血小板、紅血球和白血球。 雖然透過測試血液本身（透過放血從靜脈抽取）可以收集很多信息，但有時有必要檢查骨髓中血細胞的來源，以獲得更多有關造血的信息； 這就是骨髓穿刺和切片的作用。髓系和紅系細胞的比例與骨髓功能有關，也與骨髓和周邊血的疾病有關，如白血病、貧血等。 正常的骨髓細胞與紅血球細胞的比例約為 3:1； 在骨髓性白血病中，這一比例可能會增加，在紅血球增多症中，這一比例可能會降低，而在地中海貧血病例中，這一比例可能會逆轉。, ,骨髓检查是对通过活检和骨髓抽吸获得的骨髓样本进行病理分析。 骨髓检查用于诊断多种疾病，包括白血病、多发性骨髓瘤、贫血和全血细胞减少症。 骨髓产生血液的细胞成分，包括血小板、红细胞和白细胞。 虽然通过测试血液本身（通过放血从静脉抽取）可以收集很多信息，但有时有必要检查骨髓中血细胞的来源，以获得更多有关造血的信息； 这就是骨髓穿刺和活检的作用。髓系和红系细胞的比例与骨髓功能有关，也与骨髓和外周血的疾病有关，如白血病、贫血等。 正常的骨髓细胞与红细胞细胞的比例约为 3:1； 在骨髓性白血病中，这一比例可能会增加，在红细胞增多症中，这一比例可能会降低，而在地中海贫血病例中，这一比例可能会逆转。, ,, ,"L'examen de la moelle osseuse est l'analyse pathologique d'échantillons de moelle osseuse obtenus par biopsie et aspiration de moelle osseuse. L'examen de la moelle osseuse est utilisé dans le diagnostic d'un certain nombre d'affections, notamment la leucémie, le myélome multiple, l'anémie et la pancytopénie. La moelle osseuse produit les éléments cellulaires du sang, notamment les plaquettes, les globules rouges et les globules blancs. Alors que de nombreuses informations peuvent être glanées en testant le sang lui-même (tiré d'une veine par phlébotomie), il est parfois nécessaire d'examiner la source des cellules sanguines dans la moelle osseuse pour obtenir plus d'informations sur l'hématopoïèse ; c'est le rôle de la ponction et de la biopsie de la moelle osseuse. Le rapport entre les séries myéloïdes et les cellules érythroïdes est pertinent pour la fonction de la moelle osseuse, ainsi que pour les maladies de la moelle osseuse et du sang périphérique, telles que la leucémie et l'anémie. Le rapport myéloïde/érythroïde normal est d'environ 3:1 ; ce rapport peut augmenter dans les leucémies myéloïdes, diminuer dans les polycythémies et s'inverser dans les cas de thalassémie.", ,"Badanie szpiku kostnego polega na patologicznej analizie próbek szpiku kostnego uzyskanych poprzez biopsję i aspirację szpiku kostnego. Badanie szpiku kostnego jest stosowane w diagnozowaniu wielu stanów, w tym białaczki, szpiczaka mnogiego, anemii i pancytopenii. Szpik kostny produkuje elementy komórkowe krwi, w tym płytki krwi, czerwone krwinki i białe krwinki. Choć wiele informacji można uzyskać, badając samą krew (pobraną z żyły przez flebotomię), czasami konieczne jest zbadanie źródła komórek krwi w szpiku kostnym, aby uzyskać więcej informacji na temat hematopoezy; to właśnie jest rolą aspiracji i biopsji szpiku kostnego. Stosunek między szeregami mieloidalnymi a komórkami erytroidalnymi jest istotny dla funkcjonowania szpiku kostnego, a także dla chorób szpiku kostnego i krwi obwodowej, takich jak białaczka i anemia. Normalny stosunek mieloidalny do erytroidalnego wynosi około 3:1; ten stosunek może się zwiększyć w przypadku białaczek mielogennych, zmniejszyć w polycytemiach i odwrócić w przypadku talasemii."
263,H_chapter4,8-13Human blood smear.ewi,Human blood smear,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells. Blood in the circulatory system is also known as peripheral blood, and the blood cells it carries, peripheral blood cells.", ,血液是人類和其他脊椎動物循環系統中的體液，它會向細胞輸送營養物質和氧氣等必需物質，並將代謝廢物從這些細胞中運走。 循環系統中的血液又稱為週邊血，其攜帶的血細胞稱為週邊血細胞。, ,血液是人类和其他脊椎动物循环系统中的体液，它向细胞输送营养物质和氧气等必需物质，并将代谢废物从这些细胞中运走。 循环系统中的血液又称为外周血，其携带的血细胞称为外周血细胞。, ,, ,"Le sang est un fluide corporel dans le système circulatoire des humains et d'autres vertébrés qui fournit les substances nécessaires telles que les nutriments et l'oxygène aux cellules, et transporte les déchets métaboliques loin de ces mêmes cellules. Le sang dans le système circulatoire est également connu sous le nom de sang périphérique, et les cellules sanguines qu'il transporte, les cellules sanguines périphériques.", ,"Krew jest płynem ustrojowym w układzie krwionośnym ludzi i innych kręgowców, który dostarcza niezbędne substancje, takie jak składniki odżywcze i tlen do komórek, oraz transportuje produkty przemiany materii z dala od tych samych komórek. Krew w układzie krwionośnym znana jest również jako krew obwodowa, a komórki krwi, które przenosi, jako komórki krwi obwodowej."
337,H_chapter4,blood(2).ewi,blood(2),blood, ,血片, ,血片, ,sangre, ,sang, ,Krew
338,H_chapter4,blood.ewi,blood,blood, ,血片, ,血片, ,sangre, ,sang, ,Krew
